Name,CR,Type,Size,Image URL
Air Elemental,5,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/0/126/100/100/636252755648087971.jpeg
Salamander,5,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/0/172/100/100/636252761197123810.jpeg
Bulette,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/0/222/100/100/636252765369007767.jpeg
Night Hag,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/268/100/100/636252769276937881.jpeg
Otyugh,5,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/0/304/100/100/636252771930900220.jpeg
Earth Elemental,5,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/0/316/100/100/636252772331310658.jpeg
Hill Giant,5,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/0/330/100/100/636252776195489562.jpeg
Fire Elemental,5,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/0/342/100/100/636252777098000057.jpeg
Gorgon,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/0/354/100/100/636252778124630613.jpeg
Flesh Golem,5,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/358/100/100/636252778310993710.jpeg
Half-Red Dragon Veteran,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/386/100/100/636252781353278800.jpeg
Xorn,5,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/45/100/100/636252723239523390.jpeg
Wraith,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/49/100/100/636252724191321275.jpeg
Werebear,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/81/100/100/636252736004985361.jpeg
Water Elemental,5,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/0/83/100/100/636252736680156328.jpeg
Vampire Spawn,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/88/100/100/636252738148214661.jpeg
Unicorn,5,Celestial,Large,https://www.dndbeyond.com/avatars/thumbnails/0/92/100/100/636252739248329331.jpeg
Troll,5,Giant,Large,https://www.dndbeyond.com/avatars/thumbnails/0/94/100/100/636252739681609582.jpeg
Aphemia,5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/10836/390/100/100/637266336854749714.jpeg
Ghostblade Eidolon,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/10836/671/100/100/637266345780280579.jpeg
Leonin Iconoclast,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/10836/676/100/100/637266345922036747.jpeg
Gold-Forged Sentinel,5,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/10836/688/100/100/637266346184023528.jpeg
Master Thief,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/11/902/100/100/636348119917702554.png
Bjornhild Solvigsdottir,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/12734/844/100/100/637357081594674155.jpeg
Coldlight Walker,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/12734/855/100/100/637357081610897964.jpeg
Frost Druid,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/12734/867/100/100/637357081628837992.jpeg
Gnome Ceremorph,5,Aberration,Small,https://www.dndbeyond.com/avatars/thumbnails/12734/882/100/100/637357081650989613.jpeg
Spitting Mimic,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/12734/956/100/100/637357081762528703.jpeg
Xardorok Sunblight,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/12734/967/100/100/637357081777816682.jpeg
Izek Strazni,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/13140/336/100/100/637375815089266427.jpeg
Rictavio,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/13140/810/100/100/637375859028337387.jpeg
Hill Giant Sergeant,5,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/13442/6/100/100/637390377464329597.jpeg
Sea Lion,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/14/320/100/100/636363347398790795.jpeg
Talis the White,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/15/472/100/100/636373135802766726.jpeg
Captain Othelstan,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/15/474/100/100/636373136930270760.jpeg
Barbed Devil,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/16/485/100/100/636376302568933278.jpeg
Revenant,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/16/557/100/100/636376343308644771.jpeg
Roper,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/16/559/100/100/636376344527461704.jpeg
Shambling Mound,5,Plant,Large,https://www.dndbeyond.com/avatars/thumbnails/16/562/100/100/636376346967298494.jpeg
Umber Hulk,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/16/589/100/100/636376367240366500.jpeg
Hag of the Fetid Gaze,5,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/16420/925/100/100/637514193140140728.jpeg
Master Sage,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/16420/936/100/100/637514193159692304.jpeg
Skitterwidget,5,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/16420/952/100/100/637514193184854331.jpeg
Elise,5,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/17747/460/100/100/637568590965064936.jpeg
Isolde,5,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/17747/595/100/100/637568597519107087.jpeg
Vampiric Mind Flayer,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/17747/811/100/100/637568606485185674.jpeg
Mezzoloth,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/18/294/100/100/636379806815918394.jpeg
Brontosaurus,5,Beast,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/18/306/100/100/636379819282042139.jpeg
Envy,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/20472/408/100/100/637677439019490987.jpeg
Kelek,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/20472/459/100/100/637677441239549156.jpeg
Ringlerun,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/20472/528/100/100/637677443808139437.jpeg
Warduke,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/20472/601/100/100/637677446685203128.jpeg
Dragon Blessed,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/21205/212/100/100/637707682433197950.jpeg
Dragonblood Ooze,5,Ooze,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/221/100/100/637707682444273613.jpeg
Egg Hunter Adult,5,Monstrosity,Small,https://www.dndbeyond.com/avatars/thumbnails/21205/247/100/100/637707682480932833.jpeg
Gem Stalker,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/265/100/100/637707682505892648.jpeg
Young Crystal Dragon,5,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/321/100/100/637707682581550856.jpeg
Young Deep Dragon,5,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/324/100/100/637707682585450679.jpeg
Mage Hunter,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/22135/807/100/100/637743395577856955.jpeg
Ruin Grinder,5,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/22135/828/100/100/637743395604279294.jpeg
Adult Oblex,5,Ooze,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/106/100/100/637880557084589548.jpeg
Allip,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/117/100/100/637880557101841470.jpeg
Banderhobb,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/160/100/100/637880557170597815.jpeg
Catoblepas,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/203/100/100/637880557246794660.jpeg
Clockwork Oaken Bolter,5,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/227/100/100/637880557287958074.jpeg
Kraken Priest,5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/484/100/100/637880557756091541.jpeg
Kruthik Hive Lord,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/487/100/100/637880557760902130.jpeg
Master Thief,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/509/100/100/637880557793315145.jpeg
Mindwitness,5,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/532/100/100/637880557824397792.jpeg
Spawn of Kyuss,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/652/100/100/637880558008140407.jpeg
Star Spawn Mangler,5,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/671/100/100/637880558036034481.jpeg
Swarm of Cranium Rats,5,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/696/100/100/637880558072269003.jpeg
Tanarukk,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/706/100/100/637880558086160130.jpeg
Tlincalli,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/714/100/100/637880558097901257.jpeg
Transmuter Wizard,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/720/100/100/637880558107442112.jpeg
Wood Woad,5,Plant,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/758/100/100/637880558165207387.jpeg
Yuan-ti Pit Master,5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/792/100/100/637880558217212258.jpeg
Allip,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/264/285/100/100/636595757491715026.jpeg
Tlacatecolo,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/27340/639/100/100/637937472227179667.jpeg
Razerblast,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/27350/916/100/100/637937785543851570.jpeg
Astral Elf Honor Guard,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/794/100/100/637961800689862455.jpeg
Astral Elf Star Priest,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/797/100/100/637961800696726069.jpeg
Feyr,5,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/28079/833/100/100/637961800763025414.jpeg
Mercane,5,Celestial,Large,https://www.dndbeyond.com/avatars/thumbnails/28079/889/100/100/637961800870507560.jpeg
Murder Comet,5,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/892/100/100/637961800876903477.jpeg
Night Scavver,5,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/28079/898/100/100/637961800888291456.jpeg
Starlight Apparition,5,Celestial,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/947/100/100/637961800980485886.jpeg
Thri-kreen Mystic,5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/957/100/100/637961801000453597.jpeg
Kruthik Hive Lord,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/281/299/100/100/636603671567474273.jpeg
Oaken Bolter,5,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/293/702/100/100/636609825032427244.jpeg
Dragonbait,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/30/748/100/100/636395098124895995.jpeg
Traag Draconian,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/30551/100/100/100/638052382804121742.jpeg
Nevermind Gnome Mastermind,5,Humanoid,Small,https://www.dndbeyond.com/avatars/thumbnails/30551/120/100/100/638052383677421991.jpeg
Prisoner 13,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/31952/413/100/100/638107916275702611.jpeg
Doric,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/32649/859/100/100/638134682496184934.jpeg
Edgin Darvis,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/32649/862/100/100/638134682504375862.jpeg
Holga Kilgore,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/32649/866/100/100/638134682512946747.jpeg
Simon Aumar,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/32649/868/100/100/638134682516016542.jpeg
Rain,5,Celestial,Small,https://www.dndbeyond.com/avatars/thumbnails/34060/627/100/100/638185703299258600.jpeg
Dust Hulk,5,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/35952/653/100/100/638264236336197124.jpeg
Firbolg Wanderer,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/35952/669/100/100/638264236368580423.jpeg
Titanothere,5,Beast,Huge,https://www.dndbeyond.com/avatars/thumbnails/35952/813/100/100/638264236666561492.jpeg
Feral Ashenwight,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/36576/563/100/100/638291908495111633.jpeg
Fiendish Auger,5,Construct,Huge,https://www.dndbeyond.com/avatars/thumbnails/36576/567/100/100/638291908500259839.jpeg
Psionic Shambling Mound,5,Plant,Large,https://www.dndbeyond.com/avatars/thumbnails/36576/635/100/100/638291908626774908.jpeg
Ruxithid the Chosen,5,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/36576/647/100/100/638291908651110440.jpeg
Rime Hulk,5,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/36954/792/100/100/638308154465625784.jpeg
Deathless Rider,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/36958/345/100/100/638308300173530743.jpeg
Dunbarrow Witch,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/36958/347/100/100/638308300176963158.jpeg
Nightmare Haunt,5,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/36958/368/100/100/638308300217990753.jpeg
Athar Null,5,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/37204/385/100/100/638318543552565566.jpeg
Cranium Rat Squeaker Swarm,5,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/37204/404/100/100/638318543589537205.jpeg
Fated Shaker,5,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/37204/439/100/100/638318543665040459.jpeg
Time Dragon Wyrmling,5,Dragon,Medium,https://www.dndbeyond.com/avatars/thumbnails/37204/533/100/100/638318543867683098.jpeg
Ambitious Assassin,5,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/37782/543/100/100/638342873632269945.jpeg
Riffler,5,Fey,Small,https://www.dndbeyond.com/avatars/thumbnails/37782/639/100/100/638342873848016370.jpeg
Ruin Spider,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/37782/642/100/100/638342873855910159.jpeg
Sir Jared,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/37782/648/100/100/638342873871104153.jpeg
Hellwasp,5,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/38065/777/100/100/638354949189198860.jpeg
Kakkuu Spyder-Fiend,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/41626/384/100/100/638506035186307862.jpeg
Android,5,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/42855/609/100/100/638560560718894388.jpeg
Black Viper,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/4460/979/100/100/636708513996563663.jpeg
Hrabbaz,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/4461/18/100/100/636708517769406424.jpeg
Wraith,5,Undead,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/46992/24/100/100/638736097265257999.jpeg
Air Elemental,5,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/573/100/100/638741963714305126.jpeg
Barbed Devil,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/651/100/100/638741963826807646.jpeg
Barlgura,5,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/654/100/100/638741963829357647.jpeg
Beholder Zombie,5,Undead,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/662/100/100/638741963840685622.jpeg
Bulette,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/690/100/100/638741963880454355.jpeg
Cambion,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/693/100/100/638741963883610099.jpeg
Earth Elemental,5,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/783/100/100/638741964006135937.jpeg
Flesh Golem,5,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/817/100/100/638741964053722429.jpeg
Giant Axe Beak,5,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/47138/845/100/100/638741964091914680.jpeg
Giant Crocodile,5,Beast,Huge,https://www.dndbeyond.com/avatars/thumbnails/47138/857/100/100/638741964105864539.jpeg
Giant Shark,5,Beast,Huge,https://www.dndbeyond.com/avatars/thumbnails/47138/879/100/100/638741964140776967.jpeg
Gladiator,5,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47138/909/100/100/638741964180694496.jpeg
Gorgon,5,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/929/100/100/638741964207292842.jpeg
Half-Dragon,5,Dragon,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/961/100/100/638741964250237108.jpeg
Hill Giant,5,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/47138/974/100/100/638741964271067767.jpeg
Night Hag,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/116/100/100/638741964463651588.jpeg
Otyugh,5,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/135/100/100/638741964492319734.jpeg
Pixie Wonderbringer,5,Fey,Tiny,https://www.dndbeyond.com/avatars/thumbnails/47139/159/100/100/638741964523169842.jpeg
Red Slaad,5,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/193/100/100/638741964569296892.jpeg
Revenant,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/197/100/100/638741964575896098.jpeg
Roper,5,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/203/100/100/638741964586391490.jpeg
Sahuagin Baron,5,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/209/100/100/638741964594855520.jpeg
Salamander,5,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/219/100/100/638741964607375941.jpeg
Shambling Mound,5,Plant,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/240/100/100/638741964633198281.jpeg
Triceratops,5,Beast,Huge,https://www.dndbeyond.com/avatars/thumbnails/47139/310/100/100/638741964736650195.jpeg
Troll,5,Giant,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/316/100/100/638741964745290773.jpeg
Umber Hulk,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/324/100/100/638741964756232197.jpeg
Unicorn,5,Celestial,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/327/100/100/638741964759974517.jpeg
Vampire Spawn,5,Undead,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/335/100/100/638741964767968701.jpeg
Water Elemental,5,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/359/100/100/638741964803171793.jpeg
Werebear,5,Monstrosity,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/363/100/100/638741964809408841.jpeg
Xorn,5,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/385/100/100/638741964840772804.jpeg
Young Remorhaz,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/407/100/100/638741964873921035.jpeg
Mezzoloth,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/72/100/100/638741964405409122.jpeg
Fire Elemental,5,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/47158/443/100/100/638742814891874801.jpeg
Battleforce Angel,5,Celestial,Medium,https://www.dndbeyond.com/avatars/thumbnails/4719/541/100/100/636755081494352397.jpeg
Felidar,5,Celestial,Large,https://www.dndbeyond.com/avatars/thumbnails/4719/612/100/100/636755088325176351.jpeg
Barbed Devil (Stranger Things),5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/51925/759/100/100/638951219336659001.jpeg
Dardew,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/51925/771/100/100/638951219347733572.jpeg
Demodragon,5,Fiend,Huge,https://www.dndbeyond.com/avatars/thumbnails/51925/777/100/100/638951219354908599.jpeg
Mezzoloth (summoner variant),5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/5735/913/100/100/636898146501174819.jpeg
Troll (variant),5,Giant,Large,https://www.dndbeyond.com/avatars/thumbnails/5736/159/100/100/636898177205251146.jpeg
Red Slaad (control gem variant),5,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/5736/282/100/100/636898191271410593.jpeg
Barlgura (summoner variant),5,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/5736/680/100/100/636898234714185627.jpeg
Barbed Devil (Summoner Variant),5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/5737/539/100/100/636898316251592198.jpeg
Green Hag (Coven Variant),5,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/5738/58/100/100/636898357693015587.jpeg
Skum,5,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/5912/478/100/100/636918877664607374.png
Hill Giant (variant),5,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/5925/632/100/100/636920445047638632.jpeg
Omin Dran,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6221/763/100/100/636953233672623785.png
Jim Darkmagic,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6221/768/100/100/636953234291771112.png
Viari,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6221/771/100/100/636953234686215771.png
Elizar Dryflagon,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6557/20/100/100/636987913119532450.png
Chief Guh,5,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/6558/30/100/100/636988041525743277.png
Ammalia Cassalanter,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6566/349/100/100/636988835305630886.png
Hollyphant,5,Celestial,Small,https://www.dndbeyond.com/avatars/thumbnails/6684/500/100/100/637000119175506072.png
Ulder Ravengard,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6692/220/100/100/637000773567596125.png
Nine-Fingers Keene,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6775/6/100/100/637008615718175183.png
Living Lightning Bolt,5,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/7725/791/100/100/637091643350477667.jpeg
Zakya Rakshasa,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/7726/34/100/100/637091673975672491.jpeg
Bone Knight,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/7726/457/100/100/637091720847030464.jpeg
Barlgura,5,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/8/614/100/100/636312429973945921.jpeg
Beholder Zombie,5,Undead,Large,https://www.dndbeyond.com/avatars/thumbnails/8/629/100/100/636313049146334815.jpeg
Red Slaad,5,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/8/650/100/100/636313342115959489.jpeg
Cambion,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/8/780/100/100/636318470028726478.jpeg
Banderhobb,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/9/520/100/100/636328809554794234.jpeg
Young Remorhaz,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/9/59/100/100/636322797041003208.jpeg
Catoblepas,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/9/595/100/100/636329510074294769.jpeg
Swarm of Cranium Rats,5,Beast,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/605/100/100/636329535490403773.jpeg
Mindwitness,5,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/9/752/100/100/636331354220953614.jpeg
Tanarukk,5,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/771/100/100/636331434620552530.jpeg
Spawn of Kyuss,5,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/797/100/100/636332047866896377.jpeg
Tlincalli,5,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/9/799/100/100/636332054883374010.jpeg
Wood Woad,5,Plant,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/812/100/100/636332091047664901.jpeg
Yuan-ti Pit Master,5,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/836/100/100/636332235645234757.jpeg
Kraken Priest,5,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/855/100/100/636332918109593968.jpeg
Sahuagin Baron,5,Humanoid,Large,https://www.dndbeyond.com/avatars/thumbnails/9/99/100/100/636323496464688419.jpeg
Chimera,6,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/0/236/100/100/636252766769687627.jpeg
Drider,6,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/0/294/100/100/636252771408816697.jpeg
Invisible Stalker,6,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/366/100/100/636252779158773590.jpeg
Young White Dragon,6,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/0/402/100/100/636252785358121967.jpeg
Wyvern,6,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/0/47/100/100/636252723694908959.jpeg
Young Brass Dragon,6,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/0/65/100/100/636252731910435902.jpeg
Vrock,6,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/0/86/100/100/636252737537689724.jpeg
Underworld Cerberus,6,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/10836/362/100/100/637266335788849347.jpeg
Eater of Hope,6,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/10836/640/100/100/637266344808102792.jpeg
Frost Giant Skeleton,6,Undead,Huge,https://www.dndbeyond.com/avatars/thumbnails/12734/871/100/100/637357081633205773.jpeg
Nass Lantomir's Ghost,6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/12734/934/100/100/637357081733824933.jpeg
Strahd’s Animated Armor,6,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/13140/178/100/100/637375796184388122.jpeg
Kasimir Velikov,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/13140/515/100/100/637375831946433656.jpeg
Four-Armed Troll,6,Giant,Large,https://www.dndbeyond.com/avatars/thumbnails/15/290/100/100/636372014792850383.jpeg
Rath Modar,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/15/455/100/100/636373109387943686.jpeg
Neronvain,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/15/527/100/100/636373687880017165.jpeg
Cyclops,6,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/16/469/100/100/636376290136503923.jpeg
Githzerai Zerth,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/16/545/100/100/636376339605340230.jpeg
Medusa,6,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/16/578/100/100/636376361240850168.jpeg
Centaur Mummy,6,Undead,Large,https://www.dndbeyond.com/avatars/thumbnails/16/598/100/100/636376371277807797.jpeg
Gallows Speaker,6,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/17747/468/100/100/637568591468184113.jpeg
Priest of Osybus,6,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/17747/631/100/100/637568599041341204.jpeg
